"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2022/04/15","02:06","1.868","-","2.6"
"2022/04/15","02:12","1.823","-","2.52"
"2022/04/15","02:18","1.777","-","2.41"
"2022/04/15","02:24","1.73","-","2.43"
"2022/04/15","02:30","1.683","-","2.3"
"2022/04/15","02:36","1.635","-","2.23"
"2022/04/15","02:42","1.587","-","2.29"
"2022/04/15","02:48","1.538","-","2.23"
"2022/04/15","02:54","1.49","-","2.05"
"2022/04/15","03:00","1.441","-","2.01"
"2022/04/15","03:06","1.393","-","2.01"
"2022/04/15","03:12","1.344","-","1.92"
"2022/04/15","03:18","1.296","-","1.89"
"2022/04/15","03:24","1.247","-","1.82"
"2022/04/15","03:30","1.199","-","1.75"
"2022/04/15","03:36","1.15","-","1.76"
"2022/04/15","03:42","1.102","-","1.84"
"2022/04/15","03:48","1.054","-","1.71"
"2022/04/15","03:54","1.005","-","1.65"
"2022/04/15","04:00","0.956","-","1.66"
"2022/04/15","04:06","0.908","-","1.62"
"2022/04/15","04:12","0.859","-","1.66"
"2022/04/15","04:18","0.81","-","1.55"
"2022/04/15","04:24","0.761","-","1.53"
"2022/04/15","04:30","0.712","-","1.46"
"2022/04/15","04:36","0.663","-","1.4"
"2022/04/15","04:42","0.614","-","1.36"
"2022/04/15","04:48","0.565","-","1.25"
"2022/04/15","04:54","0.517","-","1.22"
"2022/04/15","05:00","0.469","-","1.22"
"2022/04/15","05:06","0.422","-","1.13"
"2022/04/15","05:12","0.375","-","1.07"
"2022/04/15","05:18","0.33","-","1.06"
"2022/04/15","05:24","0.285","-","0.99"
"2022/04/15","05:30","0.242","-","0.97"
"2022/04/15","05:36","0.201","-","0.95"
"2022/04/15","05:42","0.161","-","0.88"
"2022/04/15","05:48","0.123","-","0.81"
"2022/04/15","05:54","0.088","-","0.88"
"2022/04/15","06:00","0.055","-","0.8"
"2022/04/15","06:06","0.025","-","0.74"
"2022/04/15","06:12","-0.003","-","0.82"
"2022/04/15","06:18","-0.027","-","0.64"
"2022/04/15","06:24","-0.048","-","0.69"
"2022/04/15","06:30","-0.066","-","0.6"
"2022/04/15","06:36","-0.08","-","0.57"
"2022/04/15","06:42","-0.09","-","0.52"
"2022/04/15","06:48","-0.097","-","0.53"
"2022/04/15","06:54","-0.1","-","0.55"
"2022/04/15","07:00","-0.098","-","0.54"
"2022/04/15","07:06","-0.093","-","0.6"
"2022/04/15","07:12","-0.083","-","0.52"
"2022/04/15","07:18","-0.07","-","0.62"
"2022/04/15","07:24","-0.053","-","0.52"
"2022/04/15","07:30","-0.031","-","0.61"
"2022/04/15","07:36","-0.006","-","0.61"
"2022/04/15","07:42","0.023","-","0.73"
"2022/04/15","07:48","0.055","-","0.88"
"2022/04/15","07:54","0.091","-","0.81"
"2022/04/15","08:00","0.13","-","0.76"
"2022/04/15","08:06","0.172","-","0.75"
"2022/04/15","08:12","0.217","-","1.06"
"2022/04/15","08:18","0.265","-","1"
"2022/04/15","08:24","0.314","-","0.9"
"2022/04/15","08:30","0.366","-","0.74"
"2022/04/15","08:36","0.42","-","1.18"
"2022/04/15","08:42","0.475","-","1.17"
"2022/04/15","08:48","0.532","-","1.13"
"2022/04/15","08:54","0.59","-","1.28"
"2022/04/15","09:00","0.648","-","1.12"
"2022/04/15","09:06","0.707","-","1.25"
"2022/04/15","09:12","0.766","-","1.48"
"2022/04/15","09:18","0.826","-","1.31"
"2022/04/15","09:24","0.885","-","1.39"
"2022/04/15","09:30","0.943","-","1.57"
"2022/04/15","09:36","1.002","-","1.48"
"2022/04/15","09:42","1.059","-","1.63"
"2022/04/15","09:48","1.116","-","1.63"
"2022/04/15","09:54","1.171","-","1.53"
"2022/04/15","10:00","1.226","-","1.71"
"2022/04/15","10:06","1.279","-","1.74"
"2022/04/15","10:12","1.331","-","1.68"
"2022/04/15","10:18","1.381","-","1.83"
"2022/04/15","10:24","1.431","-","1.77"
"2022/04/15","10:30","1.478","-","1.9"
"2022/04/15","10:36","1.524","-","2.02"
"2022/04/15","10:42","1.569","-","2.01"
"2022/04/15","10:48","1.612","-","1.91"
"2022/04/15","10:54","1.654","-","2.05"
"2022/04/15","11:00","1.694","-","2.04"
"2022/04/15","11:06","1.732","-","2.09"
"2022/04/15","11:12","1.769","-","2.06"
"2022/04/15","11:18","1.803","-","2.13"
"2022/04/15","11:24","1.837","-","2.16"
"2022/04/15","11:30","1.868","-","2.21"
"2022/04/15","11:36","1.897","-","2.25"
"2022/04/15","11:42","1.925","-","2.33"
"2022/04/15","11:48","1.95","-","2.24"
"2022/04/15","11:54","1.973","-","2.33"
"2022/04/15","12:00","1.994","-","2.5"
"2022/04/15","12:06","2.013","-","2.42"
"2022/04/15","12:12","2.029","-","2.5"
"2022/04/15","12:18","2.042","-","2.53"
"2022/04/15","12:24","2.053","-","2.6"
"2022/04/15","12:30","2.061","-","2.51"
"2022/04/15","12:36","2.066","-","2.64"
"2022/04/15","12:42","2.068","-","2.6"
"2022/04/15","12:48","2.067","-","2.48"
"2022/04/15","12:54","2.063","-","2.54"
"2022/04/15","13:00","2.056","-","2.67"
"2022/04/15","13:06","2.046","-","2.49"
"2022/04/15","13:12","2.033","-","2.49"
"2022/04/15","13:18","2.017","-","2.65"
"2022/04/15","13:24","1.998","-","2.47"
"2022/04/15","13:30","1.975","-","2.55"
"2022/04/15","13:36","1.951","-","2.55"
"2022/04/15","13:42","1.923","-","2.36"
"2022/04/15","13:48","1.893","-","2.44"
"2022/04/15","13:54","1.861","-","2.44"
"2022/04/15","14:00","1.826","-","2.33"
"2022/04/15","14:06","1.79","-","2.28"
"2022/04/15","14:12","1.752","-","2.16"
"2022/04/15","14:18","1.712","-","2.16"
"2022/04/15","14:24","1.671","-","2.21"
"2022/04/15","14:30","1.629","-","2.02"
"2022/04/15","14:36","1.586","-","2"
"2022/04/15","14:42","1.542","-","1.98"
"2022/04/15","14:48","1.498","-","1.87"
"2022/04/15","14:54","1.454","-","1.9"
"2022/04/15","15:00","1.409","-","1.91"
"2022/04/15","15:06","1.364","-","1.71"
"2022/04/15","15:12","1.319","-","1.64"
"2022/04/15","15:18","1.274","-","1.77"
"2022/04/15","15:24","1.229","-","1.68"
"2022/04/15","15:30","1.185","-","1.47"
"2022/04/15","15:36","1.141","-","1.57"
"2022/04/15","15:42","1.097","-","1.48"
"2022/04/15","15:48","1.053","-","1.36"
"2022/04/15","15:54","1.009","-","1.32"
"2022/04/15","16:00","0.966","-","1.36"
"2022/04/15","16:06","0.922","-","1.23"
"2022/04/15","16:12","0.879","-","1.17"
"2022/04/15","16:18","0.836","-","1.23"
"2022/04/15","16:24","0.793","-","1.09"
"2022/04/15","16:30","0.75","-","1.04"
"2022/04/15","16:36","0.707","-","1.05"
"2022/04/15","16:42","0.664","-","1"
"2022/04/15","16:48","0.621","-","0.93"
"2022/04/15","16:54","0.578","-","0.88"
"2022/04/15","17:00","0.535","-","0.84"
"2022/04/15","17:06","0.492","-","0.79"
"2022/04/15","17:12","0.45","-","0.71"
"2022/04/15","17:18","0.408","-","0.76"
"2022/04/15","17:24","0.367","-","0.7"
"2022/04/15","17:30","0.326","-","0.56"
"2022/04/15","17:36","0.286","-","0.62"
"2022/04/15","17:42","0.247","-","0.62"
"2022/04/15","17:48","0.209","-","0.58"
"2022/04/15","17:54","0.172","-","0.5"
"2022/04/15","18:00","0.138","-","0.48"
"2022/04/15","18:06","0.105","-","0.46"
"2022/04/15","18:12","0.074","-","0.41"
"2022/04/15","18:18","0.046","-","0.38"
"2022/04/15","18:24","0.02","-","0.37"
"2022/04/15","18:30","-0.003","-","0.33"
"2022/04/15","18:36","-0.023","-","0.36"
"2022/04/15","18:42","-0.04","-","0.29"
"2022/04/15","18:48","-0.054","-","0.35"
"2022/04/15","18:54","-0.063","-","0.28"
"2022/04/15","19:00","-0.069","-","0.33"
"2022/04/15","19:06","-0.071","-","0.35"
"2022/04/15","19:12","-0.069","-","0.34"
"2022/04/15","19:18","-0.063","-","0.24"
"2022/04/15","19:24","-0.052","-","0.38"
"2022/04/15","19:30","-0.038","-","0.4"
"2022/04/15","19:36","-0.018","-","0.34"
"2022/04/15","19:42","0.005","-","0.37"
"2022/04/15","19:48","0.033","-","0.42"
"2022/04/15","19:54","0.065","-","0.5"
"2022/04/15","20:00","0.101","-","0.49"
"2022/04/15","20:06","0.141","-","0.53"
"2022/04/15","20:12","0.184","-","0.61"
"2022/04/15","20:18","0.232","-","0.61"
"2022/04/15","20:24","0.283","-","0.78"
"2022/04/15","20:30","0.337","-","0.8"
"2022/04/15","20:36","0.394","-","0.78"
"2022/04/15","20:42","0.454","-","0.89"
"2022/04/15","20:48","0.516","-","0.93"
"2022/04/15","20:54","0.581","-","1.09"
"2022/04/15","21:00","0.647","-","1.06"
"2022/04/15","21:06","0.715","-","1.14"
"2022/04/15","21:12","0.784","-","1.24"
"2022/04/15","21:18","0.855","-","1.26"
"2022/04/15","21:24","0.926","-","1.33"
"2022/04/15","21:30","0.997","-","1.46"
"2022/04/15","21:36","1.068","-","1.46"
"2022/04/15","21:42","1.14","-","1.51"
"2022/04/15","21:48","1.211","-","1.61"
"2022/04/15","21:54","1.281","-","1.69"
"2022/04/15","22:00","1.351","-","1.69"
"2022/04/15","22:06","1.419","-","1.82"
"2022/04/15","22:12","1.486","-","1.87"
"2022/04/15","22:18","1.552","-","1.83"
"2022/04/15","22:24","1.616","-","2.01"
"2022/04/15","22:30","1.679","-","2.11"
"2022/04/15","22:36","1.74","-","2.07"
"2022/04/15","22:42","1.799","-","2.16"
"2022/04/15","22:48","1.856","-","2.23"
"2022/04/15","22:54","1.911","-","2.24"
"2022/04/15","23:00","1.964","-","2.3"
"2022/04/15","23:06","2.015","-","2.34"
"2022/04/15","23:12","2.064","-","2.37"
"2022/04/15","23:18","2.111","-","2.42"
"2022/04/15","23:24","2.156","-","2.48"
"2022/04/15","23:30","2.199","-","2.48"
"2022/04/15","23:36","2.239","-","2.54"
"2022/04/15","23:42","2.278","-","2.66"
"2022/04/15","23:48","2.314","-","2.64"
"2022/04/15","23:54","2.347","-","2.65"
"2022/04/16","00:00","2.379","-","2.72"
"2022/04/16","00:06","2.407","-","2.76"
"2022/04/16","00:12","2.434","-","2.79"
"2022/04/16","00:18","2.457","-","2.77"
"2022/04/16","00:24","2.478","-","2.83"
"2022/04/16","00:30","2.496","-","2.85"
"2022/04/16","00:36","2.511","-","2.86"
"2022/04/16","00:42","2.523","-","2.84"
"2022/04/16","00:48","2.532","-","2.86"
"2022/04/16","00:54","2.537","-","2.97"
"2022/04/16","01:00","2.539","-","2.89"
"2022/04/16","01:06","2.538","-","2.82"
"2022/04/16","01:12","2.533","-","2.89"
"2022/04/16","01:18","2.525","-","2.88"
"2022/04/16","01:24","2.513","-","2.87"
"2022/04/16","01:30","2.498","-","2.78"
"2022/04/16","01:36","2.479","-","2.78"
"2022/04/16","01:42","2.456","-","2.84"
"2022/04/16","01:48","2.43","-","2.82"
"2022/04/16","01:54","2.401","-","2.76"
"2022/04/16","02:00","2.369","-","2.69"
"2022/04/16","02:06","2.333","-","2.66"
"2022/04/16","02:12","2.295","-","2.66"
"2022/04/16","02:18","2.254","-","2.64"
"2022/04/16","02:24","2.21","-","2.55"
"2022/04/16","02:30","2.164","-","2.51"
"2022/04/16","02:36","2.117","-","2.5"
"2022/04/16","02:42","2.067","-","2.43"
"2022/04/16","02:48","2.015","-","2.41"
"2022/04/16","02:54","1.963","-","2.37"
"2022/04/16","03:00","1.909","-","2.23"
"2022/04/16","03:06","1.854","-","2.22"
"2022/04/16","03:12","1.798","-","2.2"
"2022/04/16","03:18","1.742","-","2.13"
"2022/04/16","03:24","1.685","-","2.07"
"2022/04/16","03:30","1.629","-","2.05"
"2022/04/16","03:36","1.572","-","1.96"
"2022/04/16","03:42","1.515","-","1.91"
"2022/04/16","03:48","1.458","-","1.8"
"2022/04/16","03:54","1.401","-","1.77"
"2022/04/16","04:00","1.344","-","1.72"
"2022/04/16","04:06","1.288","-","1.67"
"2022/04/16","04:12","1.231","-","1.6"
"2022/04/16","04:18","1.175","-","1.57"
"2022/04/16","04:24","1.119","-","1.51"
"2022/04/16","04:30","1.064","-","1.43"
"2022/04/16","04:36","1.008","-","1.38"
"2022/04/16","04:42","0.952","-","1.37"
"2022/04/16","04:48","0.897","-","1.3"
"2022/04/16","04:54","0.842","-","1.23"
"2022/04/16","05:00","0.786","-","1.19"
"2022/04/16","05:06","0.731","-","1.11"
"2022/04/16","05:12","0.676","-","1.06"
"2022/04/16","05:18","0.62","-","1.01"
"2022/04/16","05:24","0.565","-","0.91"
"2022/04/16","05:30","0.511","-","0.85"
"2022/04/16","05:36","0.456","-","0.79"
"2022/04/16","05:42","0.402","-","0.74"
"2022/04/16","05:48","0.349","-","0.61"
"2022/04/16","05:54","0.296","-","0.57"
"2022/04/16","06:00","0.244","-","0.54"
"2022/04/16","06:06","0.193","-","0.48"
"2022/04/16","06:12","0.144","-","0.41"
"2022/04/16","06:18","0.096","-","0.38"
"2022/04/16","06:24","0.05","-","0.36"
"2022/04/16","06:30","0.006","-","0.3"
"2022/04/16","06:36","-0.036","-","0.25"
"2022/04/16","06:42","-0.076","-","0.23"
"2022/04/16","06:48","-0.112","-","0.2"
"2022/04/16","06:54","-0.146","-","0.17"
"2022/04/16","07:00","-0.176","-","0.09"
"2022/04/16","07:06","-0.203","-","0.07"
"2022/04/16","07:12","-0.226","-","0.12"
"2022/04/16","07:18","-0.246","-","0.03"
"2022/04/16","07:24","-0.261","-","0.03"
"2022/04/16","07:30","-0.272","-","0.09"
"2022/04/16","07:36","-0.279","-","0"
"2022/04/16","07:42","-0.281","-","0.03"
"2022/04/16","07:48","-0.278","-","0.06"
"2022/04/16","07:54","-0.271","-","0.01"
"2022/04/16","08:00","-0.26","-","0.06"
"2022/04/16","08:06","-0.244","-","0.11"
"2022/04/16","08:12","-0.223","-","0.17"
"2022/04/16","08:18","-0.198","-","0.15"
"2022/04/16","08:24","-0.168","-","0.23"
"2022/04/16","08:30","-0.134","-","0.27"
"2022/04/16","08:36","-0.096","-","0.34"
"2022/04/16","08:42","-0.054","-","0.36"
"2022/04/16","08:48","-0.008","-","0.38"
"2022/04/16","08:54","0.041","-","0.49"
"2022/04/16","09:00","0.093","-","0.53"
"2022/04/16","09:06","0.148","-","0.57"
"2022/04/16","09:12","0.206","-","0.68"
"2022/04/16","09:18","0.266","-","0.72"
"2022/04/16","09:24","0.328","-","0.78"
"2022/04/16","09:30","0.392","-","0.85"
"2022/04/16","09:36","0.457","-","0.85"
"2022/04/16","09:42","0.523","-","0.91"
"2022/04/16","09:48","0.59","-","1.01"
"2022/04/16","09:54","0.657","-","1.03"
"2022/04/16","10:00","0.725","-","1.08"
"2022/04/16","10:06","0.792","-","1.11"
"2022/04/16","10:12","0.859","-","1.16"
"2022/04/16","10:18","0.925","-","1.24"
"2022/04/16","10:24","0.99","-","1.31"
"2022/04/16","10:30","1.054","-","1.31"
"2022/04/16","10:36","1.117","-","1.38"
"2022/04/16","10:42","1.179","-","1.44"
"2022/04/16","10:48","1.239","-","1.54"
"2022/04/16","10:54","1.297","-","1.58"
"2022/04/16","11:00","1.353","-","1.6"
"2022/04/16","11:06","1.408","-","1.7"
"2022/04/16","11:12","1.461","-","1.71"
"2022/04/16","11:18","1.511","-","1.74"
"2022/04/16","11:24","1.56","-","1.81"
"2022/04/16","11:30","1.607","-","1.8"
"2022/04/16","11:36","1.652","-","1.79"
"2022/04/16","11:42","1.694","-","1.85"
"2022/04/16","11:48","1.735","-","1.92"
"2022/04/16","11:54","1.773","-","1.93"
"2022/04/16","12:00","1.81","-","1.97"
"2022/04/16","12:06","1.844","-","2.07"
"2022/04/16","12:12","1.876","-","2.07"
"2022/04/16","12:18","1.906","-","2.14"
"2022/04/16","12:24","1.934","-","2.23"
"2022/04/16","12:30","1.96","-","2.2"
"2022/04/16","12:36","1.983","-","2.23"
"2022/04/16","12:42","2.004","-","2.31"
"2022/04/16","12:48","2.022","-","2.33"
"2022/04/16","12:54","2.038","-","2.29"
"2022/04/16","13:00","2.05","-","2.38"
"2022/04/16","13:06","2.061","-","2.4"
"2022/04/16","13:12","2.068","-","2.38"
"2022/04/16","13:18","2.072","-","2.44"
"2022/04/16","13:24","2.073","-","2.43"
"2022/04/16","13:30","2.071","-","2.42"
"2022/04/16","13:36","2.066","-","2.42"
"2022/04/16","13:42","2.058","-","2.39"
"2022/04/16","13:48","2.046","-","2.39"
"2022/04/16","13:54","2.032","-","2.37"
"2022/04/16","14:00","2.014","-","2.4"
"2022/04/16","14:06","1.993","-","2.35"
"2022/04/16","14:12","1.969","-","2.26"
"2022/04/16","14:18","1.942","-","2.27"
"2022/04/16","14:24","1.912","-","2.2"
"2022/04/16","14:30","1.879","-","2.18"
"2022/04/16","14:36","1.844","-","2.06"
"2022/04/16","14:42","1.807","-","2.06"
"2022/04/16","14:48","1.767","-","2"
"2022/04/16","14:54","1.726","-","1.94"
"2022/04/16","15:00","1.683","-","1.89"
"2022/04/16","15:06","1.638","-","1.86"
"2022/04/16","15:12","1.593","-","1.73"
"2022/04/16","15:18","1.546","-","1.65"
"2022/04/16","15:24","1.499","-","1.66"
"2022/04/16","15:30","1.451","-","1.64"
"2022/04/16","15:36","1.403","-","1.51"
"2022/04/16","15:42","1.354","-","1.51"
"2022/04/16","15:48","1.306","-","1.53"
"2022/04/16","15:54","1.258","-","1.44"
"2022/04/16","16:00","1.21","-","1.4"
"2022/04/16","16:06","1.162","-","1.38"
"2022/04/16","16:12","1.115","-","1.27"
"2022/04/16","16:18","1.069","-","1.23"
"2022/04/16","16:24","1.022","-","1.23"
"2022/04/16","16:30","0.977","-","1.22"
"2022/04/16","16:36","0.932","-","1.06"
"2022/04/16","16:42","0.887","-","1.08"
"2022/04/16","16:48","0.843","-","1.01"
"2022/04/16","16:54","0.8","-","0.99"
"2022/04/16","17:00","0.757","-","0.96"
"2022/04/16","17:06","0.714","-","0.92"
"2022/04/16","17:12","0.671","-","0.88"
"2022/04/16","17:18","0.629","-","0.85"
"2022/04/16","17:24","0.587","-","0.8"
"2022/04/16","17:30","0.545","-","0.75"
"2022/04/16","17:36","0.504","-","0.71"
"2022/04/16","17:42","0.462","-","0.69"
"2022/04/16","17:48","0.421","-","0.64"
"2022/04/16","17:54","0.38","-","0.61"
"2022/04/16","18:00","0.34","-","0.55"
"2022/04/16","18:06","0.3","-","0.53"
"2022/04/16","18:12","0.26","-","0.5"
"2022/04/16","18:18","0.222","-","0.47"
"2022/04/16","18:24","0.184","-","0.43"
"2022/04/16","18:30","0.148","-","0.41"
"2022/04/16","18:36","0.113","-","0.39"
"2022/04/16","18:42","0.079","-","0.38"
"2022/04/16","18:48","0.047","-","0.36"
"2022/04/16","18:54","0.018","-","0.27"
"2022/04/16","19:00","-0.01","-","0.28"
"2022/04/16","19:06","-0.035","-","0.26"
"2022/04/16","19:12","-0.057","-","0.2"
"2022/04/16","19:18","-0.076","-","0.19"
"2022/04/16","19:24","-0.092","-","0.17"
"2022/04/16","19:30","-0.104","-","0.14"
"2022/04/16","19:36","-0.112","-","0.18"
"2022/04/16","19:42","-0.117","-","0.18"
"2022/04/16","19:48","-0.117","-","0.16"
"2022/04/16","19:54","-0.114","-","0.11"
"2022/04/16","20:00","-0.105","-","0.21"
"2022/04/16","20:06","-0.093","-","0.28"
"2022/04/16","20:12","-0.076","-","0.26"
"2022/04/16","20:18","-0.054","-","0.25"
"2022/04/16","20:24","-0.027","-","0.36"
"2022/04/16","20:30","0.004","-","0.38"
"2022/04/16","20:36","0.04","-","0.42"
"2022/04/16","20:42","0.08","-","0.47"
"2022/04/16","20:48","0.124","-","0.49"
"2022/04/16","20:54","0.173","-","0.57"
"2022/04/16","21:00","0.225","-","0.67"
"2022/04/16","21:06","0.282","-","0.74"
"2022/04/16","21:12","0.342","-","0.82"
"2022/04/16","21:18","0.405","-","0.84"
"2022/04/16","21:24","0.471","-","0.91"
"2022/04/16","21:30","0.54","-","1.06"
"2022/04/16","21:36","0.612","-","1.15"
"2022/04/16","21:42","0.685","-","1.18"
"2022/04/16","21:48","0.761","-","1.27"
"2022/04/16","21:54","0.837","-","1.35"
"2022/04/16","22:00","0.915","-","1.38"
"2022/04/16","22:06","0.994","-","1.47"
"2022/04/16","22:12","1.073","-","1.59"
"2022/04/16","22:18","1.152","-","1.64"
"2022/04/16","22:24","1.231","-","1.67"
"2022/04/16","22:30","1.309","-","1.78"
"2022/04/16","22:36","1.386","-","1.81"
"2022/04/16","22:42","1.463","-","1.89"
"2022/04/16","22:48","1.538","-","2.03"
"2022/04/16","22:54","1.612","-","2.05"
"2022/04/16","23:00","1.684","-","2.06"
"2022/04/16","23:06","1.754","-","2.21"
"2022/04/16","23:12","1.822","-","2.34"
"2022/04/16","23:18","1.889","-","2.31"
"2022/04/16","23:24","1.953","-","2.35"
"2022/04/16","23:30","2.014","-","2.53"
"2022/04/16","23:36","2.074","-","2.54"
"2022/04/16","23:42","2.13","-","2.62"
"2022/04/16","23:48","2.185","-","2.68"
"2022/04/16","23:54","2.237","-","2.66"
"2022/04/17","00:00","2.287","-","2.73"
"2022/04/17","00:06","2.334","-","2.76"
"2022/04/17","00:12","2.378","-","2.77"
"2022/04/17","00:18","2.42","-","2.82"
"2022/04/17","00:24","2.46","-","2.94"
"2022/04/17","00:30","2.497","-","2.93"
"2022/04/17","00:36","2.531","-","2.83"
"2022/04/17","00:42","2.563","-","3.01"
"2022/04/17","00:48","2.592","-","3.01"
"2022/04/17","00:54","2.618","-","3.13"
"2022/04/17","01:00","2.642","-","3.12"
"2022/04/17","01:06","2.662","-","3.18"
"2022/04/17","01:12","2.68","-","3.28"
"2022/04/17","01:18","2.694","-","3.27"
"2022/04/17","01:24","2.705","-","3.22"
"2022/04/17","01:30","2.713","-","3.19"
"2022/04/17","01:36","2.718","-","3.26"
"2022/04/17","01:42","2.719","-","3.26"
"2022/04/17","01:48","2.717","-","3.21"
"2022/04/17","01:54","2.711","-","3.22"
"2022/04/17","02:00","2.701","-","3.18"
"2022/04/17","02:06","2.687","-","3.22"
"2022/04/17","02:12","2.67","-","3.14"
"2022/04/17","02:18","2.649","-","3.11"
"2022/04/17","02:24","2.625","-","3.09"
"2022/04/17","02:30","2.597","-","3.11"
"2022/04/17","02:36","2.565","-","2.98"
"2022/04/17","02:42","2.53","-","2.92"
"2022/04/17","02:48","2.491","-","2.95"
"2022/04/17","02:54","2.45","-","2.86"
"2022/04/17","03:00","2.405","-","2.73"
"2022/04/17","03:06","2.358","-","2.7"
"2022/04/17","03:12","2.308","-","2.64"
"2022/04/17","03:18","2.256","-","2.59"
"2022/04/17","03:24","2.202","-","2.49"
"2022/04/17","03:30","2.146","-","2.45"
"2022/04/17","03:36","2.088","-","2.35"
"2022/04/17","03:42","2.029","-","2.34"
"2022/04/17","03:48","1.969","-","2.25"
"2022/04/17","03:54","1.908","-","2.12"
"2022/04/17","04:00","1.846","-","2.1"
"2022/04/17","04:06","1.784","-","2.08"
"2022/04/17","04:12","1.722","-","1.97"
"2022/04/17","04:18","1.659","-","1.94"
"2022/04/17","04:24","1.596","-","1.87"
"2022/04/17","04:30","1.534","-","1.83"
"2022/04/17","04:36","1.471","-","1.76"
"2022/04/17","04:42","1.409","-","1.73"
"2022/04/17","04:48","1.347","-","1.67"
"2022/04/17","04:54","1.286","-","1.55"
"2022/04/17","05:00","1.225","-","1.53"
"2022/04/17","05:06","1.164","-","1.54"
"2022/04/17","05:12","1.103","-","1.37"
"2022/04/17","05:18","1.042","-","1.31"
"2022/04/17","05:24","0.982","-","1.27"
"2022/04/17","05:30","0.922","-","1.13"
"2022/04/17","05:36","0.862","-","1.16"
"2022/04/17","05:42","0.802","-","1.18"
"2022/04/17","05:48","0.742","-","0.91"
"2022/04/17","05:54","0.682","-","0.95"
"2022/04/17","06:00","0.623","-","1"
"2022/04/17","06:06","0.563","-","0.83"
"2022/04/17","06:12","0.504","-","0.75"
"2022/04/17","06:18","0.445","-","0.7"
"2022/04/17","06:24","0.386","-","0.74"
"2022/04/17","06:30","0.328","-","0.68"
"2022/04/17","06:36","0.271","-","0.67"
"2022/04/17","06:42","0.214","-","0.44"
"2022/04/17","06:48","0.158","-","0.46"
"2022/04/17","06:54","0.103","-","0.44"
"2022/04/17","07:00","0.05","-","0.33"
"2022/04/17","07:06","-0.001","-","0.33"
"2022/04/17","07:12","-0.05","-","0.21"
"2022/04/17","07:18","-0.098","-","0.1"
"2022/04/17","07:24","-0.142","-","0.04"
"2022/04/17","07:30","-0.184","-","0.12"
"2022/04/17","07:36","-0.223","-","0.02"
"2022/04/17","07:42","-0.259","-","-0.01"
"2022/04/17","07:48","-0.291","-","-0.05"
"2022/04/17","07:54","-0.319","-","-0.07"
"2022/04/17","08:00","-0.343","-","-0.16"
"2022/04/17","08:06","-0.363","-","-0.09"
"2022/04/17","08:12","-0.379","-","-0.07"
"2022/04/17","08:18","-0.39","-","-0.24"
"2022/04/17","08:24","-0.396","-","-0.09"
"2022/04/17","08:30","-0.397","-","0.04"
"2022/04/17","08:36","-0.393","-","-0.13"
"2022/04/17","08:42","-0.385","-","-0.13"
"2022/04/17","08:48","-0.371","-","-0.1"
"2022/04/17","08:54","-0.353","-","-0.05"
"2022/04/17","09:00","-0.329","-","-0.01"
"2022/04/17","09:06","-0.301","-","0.02"
"2022/04/17","09:12","-0.269","-","0.03"
"2022/04/17","09:18","-0.231","-","0.05"
"2022/04/17","09:24","-0.19","-","0.24"
"2022/04/17","09:30","-0.144","-","0.41"
"2022/04/17","09:36","-0.094","-","0.27"
"2022/04/17","09:42","-0.041","-","0.28"
"2022/04/17","09:48","0.015","-","0.51"
"2022/04/17","09:54","0.075","-","0.66"
"2022/04/17","10:00","0.137","-","0.5"
"2022/04/17","10:06","0.201","-","0.76"
"2022/04/17","10:12","0.268","-","0.78"
"2022/04/17","10:18","0.336","-","0.81"
"2022/04/17","10:24","0.405","-","1"
"2022/04/17","10:30","0.475","-","1.04"
"2022/04/17","10:36","0.546","-","0.9"
"2022/04/17","10:42","0.618","-","1.05"
"2022/04/17","10:48","0.689","-","1.19"
"2022/04/17","10:54","0.76","-","1.13"
"2022/04/17","11:00","0.83","-","1.17"
"2022/04/17","11:06","0.9","-","1.27"
"2022/04/17","11:12","0.968","-","1.22"
"2022/04/17","11:18","1.036","-","1.31"
"2022/04/17","11:24","1.101","-","1.49"
"2022/04/17","11:30","1.165","-","1.39"
"2022/04/17","11:36","1.228","-","1.46"
"2022/04/17","11:42","1.288","-","1.57"
"2022/04/17","11:48","1.346","-","1.61"
"2022/04/17","11:54","1.403","-","1.69"
"2022/04/17","12:00","1.457","-","1.66"
"2022/04/17","12:06","1.509","-","1.64"
"2022/04/17","12:12","1.558","-","1.75"
"2022/04/17","12:18","1.606","-","1.79"
"2022/04/17","12:24","1.651","-","1.83"
"2022/04/17","12:30","1.694","-","1.92"
"2022/04/17","12:36","1.735","-","1.89"
"2022/04/17","12:42","1.773","-","1.87"
"2022/04/17","12:48","1.809","-","1.99"
"2022/04/17","12:54","1.843","-","2.06"
"2022/04/17","13:00","1.874","-","2.08"
"2022/04/17","13:06","1.903","-","2.09"
"2022/04/17","13:12","1.929","-","2.17"
"2022/04/17","13:18","1.953","-","2.25"
"2022/04/17","13:24","1.975","-","2.25"
"2022/04/17","13:30","1.993","-","2.26"
"2022/04/17","13:36","2.009","-","2.32"
"2022/04/17","13:42","2.023","-","2.33"
"2022/04/17","13:48","2.033","-","2.42"
"2022/04/17","13:54","2.04","-","2.41"
"2022/04/17","14:00","2.045","-","2.24"
"2022/04/17","14:06","2.046","-","2.38"
"2022/04/17","14:12","2.044","-","2.39"
"2022/04/17","14:18","2.039","-","2.28"
