"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2022/04/17","14:24","2.031","-","2.29"
"2022/04/17","14:30","2.019","-","2.32"
"2022/04/17","14:36","2.004","-","2.37"
"2022/04/17","14:42","1.986","-","2.26"
"2022/04/17","14:48","1.965","-","2.18"
"2022/04/17","14:54","1.941","-","2.18"
"2022/04/17","15:00","1.913","-","2.24"
"2022/04/17","15:06","1.883","-","2.1"
"2022/04/17","15:12","1.849","-","2.05"
"2022/04/17","15:18","1.814","-","2.03"
"2022/04/17","15:24","1.775","-","1.97"
"2022/04/17","15:30","1.735","-","1.94"
"2022/04/17","15:36","1.693","-","1.83"
"2022/04/17","15:42","1.649","-","1.75"
"2022/04/17","15:48","1.603","-","1.84"
"2022/04/17","15:54","1.556","-","1.77"
"2022/04/17","16:00","1.508","-","1.69"
"2022/04/17","16:06","1.46","-","1.61"
"2022/04/17","16:12","1.41","-","1.64"
"2022/04/17","16:18","1.361","-","1.61"
"2022/04/17","16:24","1.311","-","1.57"
"2022/04/17","16:30","1.262","-","1.5"
"2022/04/17","16:36","1.212","-","1.42"
"2022/04/17","16:42","1.164","-","1.41"
"2022/04/17","16:48","1.115","-","1.42"
"2022/04/17","16:54","1.067","-","1.3"
"2022/04/17","17:00","1.02","-","1.22"
"2022/04/17","17:06","0.974","-","1.18"
"2022/04/17","17:12","0.928","-","1.16"
"2022/04/17","17:18","0.883","-","1.08"
"2022/04/17","17:24","0.839","-","1"
"2022/04/17","17:30","0.795","-","0.95"
"2022/04/17","17:36","0.752","-","0.88"
"2022/04/17","17:42","0.71","-","0.84"
"2022/04/17","17:48","0.668","-","0.84"
"2022/04/17","17:54","0.627","-","0.8"
"2022/04/17","18:00","0.586","-","0.76"
"2022/04/17","18:06","0.546","-","0.67"
"2022/04/17","18:12","0.506","-","0.63"
"2022/04/17","18:18","0.466","-","0.57"
"2022/04/17","18:24","0.427","-","0.52"
"2022/04/17","18:30","0.388","-","0.46"
"2022/04/17","18:36","0.349","-","0.41"
"2022/04/17","18:42","0.311","-","0.31"
"2022/04/17","18:48","0.273","-","0.33"
"2022/04/17","18:54","0.236","-","0.3"
"2022/04/17","19:00","0.199","-","0.21"
"2022/04/17","19:06","0.164","-","0.14"
"2022/04/17","19:12","0.129","-","0.1"
"2022/04/17","19:18","0.096","-","0.09"
"2022/04/17","19:24","0.064","-","0.06"
"2022/04/17","19:30","0.034","-","-0.02"
"2022/04/17","19:36","0.006","-","-0.08"
"2022/04/17","19:42","-0.02","-","-0.2"
"2022/04/17","19:48","-0.043","-","-0.13"
"2022/04/17","19:54","-0.064","-","-0.25"
"2022/04/17","20:00","-0.082","-","-0.29"
"2022/04/17","20:06","-0.097","-","-0.28"
"2022/04/17","20:12","-0.108","-","-0.32"
"2022/04/17","20:18","-0.116","-","-0.34"
"2022/04/17","20:24","-0.119","-","-0.32"
"2022/04/17","20:30","-0.119","-","-0.34"
"2022/04/17","20:36","-0.114","-","-0.3"
"2022/04/17","20:42","-0.106","-","-0.32"
"2022/04/17","20:48","-0.092","-","-0.26"
"2022/04/17","20:54","-0.074","-","-0.31"
"2022/04/17","21:00","-0.052","-","-0.33"
"2022/04/17","21:06","-0.025","-","-0.21"
"2022/04/17","21:12","0.007","-","-0.17"
"2022/04/17","21:18","0.043","-","-0.13"
"2022/04/17","21:24","0.084","-","-0.09"
"2022/04/17","21:30","0.13","-","-0.04"
"2022/04/17","21:36","0.179","-","0.02"
"2022/04/17","21:42","0.233","-","0.07"
"2022/04/17","21:48","0.29","-","0.15"
"2022/04/17","21:54","0.351","-","0.17"
"2022/04/17","22:00","0.416","-","0.33"
"2022/04/17","22:06","0.484","-","0.35"
"2022/04/17","22:12","0.554","-","0.39"
"2022/04/17","22:18","0.628","-","0.56"
"2022/04/17","22:24","0.703","-","0.69"
"2022/04/17","22:30","0.78","-","0.72"
"2022/04/17","22:36","0.859","-","0.83"
"2022/04/17","22:42","0.939","-","0.89"
"2022/04/17","22:48","1.021","-","0.92"
"2022/04/17","22:54","1.102","-","0.98"
"2022/04/17","23:00","1.184","-","1.14"
"2022/04/17","23:06","1.266","-","1.2"
"2022/04/17","23:12","1.347","-","1.28"
"2022/04/17","23:18","1.428","-","1.41"
"2022/04/17","23:24","1.507","-","1.44"
"2022/04/17","23:30","1.586","-","1.57"
"2022/04/17","23:36","1.663","-","1.7"
"2022/04/17","23:42","1.738","-","1.67"
"2022/04/17","23:48","1.812","-","1.72"
"2022/04/17","23:54","1.884","-","1.83"
"2022/04/18","00:00","1.953","-","1.91"
"2022/04/18","00:06","2.02","-","1.91"
"2022/04/18","00:12","2.085","-","2.02"
"2022/04/18","00:18","2.147","-","2.03"
"2022/04/18","00:24","2.207","-","2.06"
"2022/04/18","00:30","2.264","-","2.13"
"2022/04/18","00:36","2.319","-","2.17"
"2022/04/18","00:42","2.371","-","2.17"
"2022/04/18","00:48","2.42","-","2.33"
"2022/04/18","00:54","2.466","-","2.36"
"2022/04/18","01:00","2.51","-","2.34"
"2022/04/18","01:06","2.552","-","2.43"
"2022/04/18","01:12","2.59","-","2.46"
"2022/04/18","01:18","2.626","-","2.5"
"2022/04/18","01:24","2.659","-","2.56"
"2022/04/18","01:30","2.689","-","2.59"
"2022/04/18","01:36","2.716","-","2.58"
"2022/04/18","01:42","2.74","-","2.65"
"2022/04/18","01:48","2.761","-","2.7"
"2022/04/18","01:54","2.78","-","2.69"
"2022/04/18","02:00","2.795","-","2.68"
"2022/04/18","02:06","2.806","-","2.75"
"2022/04/18","02:12","2.815","-","2.79"
"2022/04/18","02:18","2.82","-","2.74"
"2022/04/18","02:24","2.822","-","2.79"
"2022/04/18","02:30","2.82","-","2.8"
"2022/04/18","02:36","2.814","-","2.74"
"2022/04/18","02:42","2.805","-","2.82"
"2022/04/18","02:48","2.792","-","2.8"
"2022/04/18","02:54","2.775","-","2.71"
"2022/04/18","03:00","2.755","-","2.72"
"2022/04/18","03:06","2.731","-","2.79"
"2022/04/18","03:12","2.703","-","2.7"
"2022/04/18","03:18","2.672","-","2.62"
"2022/04/18","03:24","2.637","-","2.6"
"2022/04/18","03:30","2.599","-","2.57"
"2022/04/18","03:36","2.557","-","2.49"
"2022/04/18","03:42","2.513","-","2.42"
"2022/04/18","03:48","2.465","-","2.35"
"2022/04/18","03:54","2.415","-","2.25"
"2022/04/18","04:00","2.363","-","2.25"
"2022/04/18","04:06","2.308","-","2.16"
"2022/04/18","04:12","2.251","-","2.03"
"2022/04/18","04:18","2.192","-","1.99"
"2022/04/18","04:24","2.132","-","1.97"
"2022/04/18","04:30","2.071","-","1.94"
"2022/04/18","04:36","2.009","-","1.83"
"2022/04/18","04:42","1.945","-","1.77"
"2022/04/18","04:48","1.882","-","1.77"
"2022/04/18","04:54","1.817","-","1.66"
"2022/04/18","05:00","1.753","-","1.62"
"2022/04/18","05:06","1.688","-","1.55"
"2022/04/18","05:12","1.623","-","1.46"
"2022/04/18","05:18","1.559","-","1.42"
"2022/04/18","05:24","1.494","-","1.44"
"2022/04/18","05:30","1.43","-","1.31"
"2022/04/18","05:36","1.366","-","1.25"
"2022/04/18","05:42","1.303","-","1.26"
"2022/04/18","05:48","1.24","-","1.21"
"2022/04/18","05:54","1.177","-","1.16"
"2022/04/18","06:00","1.114","-","1.17"
"2022/04/18","06:06","1.052","-","1.09"
"2022/04/18","06:12","0.989","-","1.03"
"2022/04/18","06:18","0.927","-","0.99"
"2022/04/18","06:24","0.865","-","0.95"
"2022/04/18","06:30","0.803","-","0.88"
"2022/04/18","06:36","0.742","-","0.83"
"2022/04/18","06:42","0.68","-","0.77"
"2022/04/18","06:48","0.619","-","0.67"
"2022/04/18","06:54","0.557","-","0.64"
"2022/04/18","07:00","0.496","-","0.62"
"2022/04/18","07:06","0.435","-","0.51"
"2022/04/18","07:12","0.375","-","0.44"
"2022/04/18","07:18","0.315","-","0.42"
"2022/04/18","07:24","0.256","-","0.34"
"2022/04/18","07:30","0.198","-","0.23"
"2022/04/18","07:36","0.141","-","0.23"
"2022/04/18","07:42","0.085","-","0.15"
"2022/04/18","07:48","0.03","-","0.06"
"2022/04/18","07:54","-0.022","-","0.03"
"2022/04/18","08:00","-0.073","-","-0.04"
"2022/04/18","08:06","-0.121","-","-0.1"
"2022/04/18","08:12","-0.166","-","-0.15"
"2022/04/18","08:18","-0.209","-","-0.24"
"2022/04/18","08:24","-0.249","-","-0.29"
"2022/04/18","08:30","-0.285","-","-0.34"
"2022/04/18","08:36","-0.318","-","-0.39"
"2022/04/18","08:42","-0.346","-","-0.39"
"2022/04/18","08:48","-0.371","-","-0.42"
"2022/04/18","08:54","-0.391","-","-0.45"
"2022/04/18","09:00","-0.407","-","-0.48"
"2022/04/18","09:06","-0.418","-","-0.47"
"2022/04/18","09:12","-0.425","-","-0.46"
"2022/04/18","09:18","-0.426","-","-0.51"
"2022/04/18","09:24","-0.423","-","-0.48"
"2022/04/18","09:30","-0.415","-","-0.42"
"2022/04/18","09:36","-0.401","-","-0.43"
"2022/04/18","09:42","-0.383","-","-0.44"
"2022/04/18","09:48","-0.36","-","-0.37"
"2022/04/18","09:54","-0.333","-","-0.31"
"2022/04/18","10:00","-0.3","-","-0.31"
"2022/04/18","10:06","-0.264","-","-0.28"
"2022/04/18","10:12","-0.222","-","-0.17"
"2022/04/18","10:18","-0.177","-","-0.14"
"2022/04/18","10:24","-0.128","-","-0.11"
"2022/04/18","10:30","-0.076","-","-0.01"
"2022/04/18","10:36","-0.02","-","0.06"
"2022/04/18","10:42","0.039","-","0.14"
"2022/04/18","10:48","0.1","-","0.16"
"2022/04/18","10:54","0.164","-","0.26"
"2022/04/18","11:00","0.23","-","0.32"
"2022/04/18","11:06","0.298","-","0.36"
"2022/04/18","11:12","0.367","-","0.47"
"2022/04/18","11:18","0.436","-","0.52"
"2022/04/18","11:24","0.507","-","0.55"
"2022/04/18","11:30","0.578","-","0.65"
"2022/04/18","11:36","0.649","-","0.73"
"2022/04/18","11:42","0.72","-","0.81"
"2022/04/18","11:48","0.79","-","0.81"
"2022/04/18","11:54","0.86","-","0.9"
"2022/04/18","12:00","0.928","-","0.97"
"2022/04/18","12:06","0.996","-","1.01"
"2022/04/18","12:12","1.062","-","1.04"
"2022/04/18","12:18","1.126","-","1.09"
"2022/04/18","12:24","1.188","-","1.17"
"2022/04/18","12:30","1.249","-","1.18"
"2022/04/18","12:36","1.308","-","1.26"
"2022/04/18","12:42","1.364","-","1.29"
"2022/04/18","12:48","1.419","-","1.35"
"2022/04/18","12:54","1.471","-","1.44"
"2022/04/18","13:00","1.521","-","1.5"
"2022/04/18","13:06","1.568","-","1.52"
"2022/04/18","13:12","1.613","-","1.57"
"2022/04/18","13:18","1.656","-","1.66"
"2022/04/18","13:24","1.696","-","1.7"
"2022/04/18","13:30","1.734","-","1.73"
"2022/04/18","13:36","1.77","-","1.78"
"2022/04/18","13:42","1.803","-","1.78"
"2022/04/18","13:48","1.833","-","1.9"
"2022/04/18","13:54","1.862","-","1.92"
"2022/04/18","14:00","1.887","-","1.95"
"2022/04/18","14:06","1.91","-","1.95"
"2022/04/18","14:12","1.93","-","2"
"2022/04/18","14:18","1.947","-","2.06"
"2022/04/18","14:24","1.962","-","2.07"
"2022/04/18","14:30","1.974","-","2.08"
"2022/04/18","14:36","1.983","-","2.09"
"2022/04/18","14:42","1.989","-","2.13"
"2022/04/18","14:48","1.992","-","2.17"
"2022/04/18","14:54","1.991","-","2.19"
"2022/04/18","15:00","1.988","-","2.19"
"2022/04/18","15:06","1.981","-","2.22"
"2022/04/18","15:12","1.972","-","2.22"
"2022/04/18","15:18","1.959","-","2.18"
"2022/04/18","15:24","1.943","-","2.12"
"2022/04/18","15:30","1.923","-","2.14"
"2022/04/18","15:36","1.901","-","2.05"
"2022/04/18","15:42","1.875","-","2.01"
"2022/04/18","15:48","1.847","-","1.98"
"2022/04/18","15:54","1.816","-","1.9"
"2022/04/18","16:00","1.782","-","1.81"
"2022/04/18","16:06","1.746","-","1.81"
"2022/04/18","16:12","1.708","-","1.76"
"2022/04/18","16:18","1.667","-","1.62"
"2022/04/18","16:24","1.625","-","1.68"
"2022/04/18","16:30","1.581","-","1.61"
"2022/04/18","16:36","1.536","-","1.52"
"2022/04/18","16:42","1.489","-","1.53"
"2022/04/18","16:48","1.442","-","1.49"
"2022/04/18","16:54","1.394","-","1.38"
"2022/04/18","17:00","1.345","-","1.38"
"2022/04/18","17:06","1.297","-","1.34"
"2022/04/18","17:12","1.248","-","1.21"
"2022/04/18","17:18","1.2","-","1.18"
"2022/04/18","17:24","1.151","-","1.2"
"2022/04/18","17:30","1.104","-","1.13"
"2022/04/18","17:36","1.057","-","1.06"
"2022/04/18","17:42","1.01","-","1.12"
"2022/04/18","17:48","0.965","-","1.03"
"2022/04/18","17:54","0.92","-","0.97"
"2022/04/18","18:00","0.876","-","0.97"
"2022/04/18","18:06","0.833","-","0.98"
"2022/04/18","18:12","0.79","-","0.91"
"2022/04/18","18:18","0.749","-","0.87"
"2022/04/18","18:24","0.708","-","0.85"
"2022/04/18","18:30","0.668","-","0.82"
"2022/04/18","18:36","0.629","-","0.76"
"2022/04/18","18:42","0.59","-","0.78"
"2022/04/18","18:48","0.552","-","0.64"
"2022/04/18","18:54","0.514","-","0.67"
"2022/04/18","19:00","0.477","-","0.7"
"2022/04/18","19:06","0.44","-","0.66"
"2022/04/18","19:12","0.404","-","0.56"
"2022/04/18","19:18","0.368","-","0.57"
"2022/04/18","19:24","0.332","-","0.54"
"2022/04/18","19:30","0.297","-","0.52"
"2022/04/18","19:36","0.263","-","0.53"
"2022/04/18","19:42","0.23","-","0.48"
"2022/04/18","19:48","0.197","-","0.4"
"2022/04/18","19:54","0.165","-","0.43"
"2022/04/18","20:00","0.134","-","0.32"
"2022/04/18","20:06","0.105","-","0.28"
"2022/04/18","20:12","0.077","-","0.3"
"2022/04/18","20:18","0.051","-","0.24"
"2022/04/18","20:24","0.027","-","0.2"
"2022/04/18","20:30","0.005","-","0.2"
"2022/04/18","20:36","-0.015","-","0.17"
"2022/04/18","20:42","-0.032","-","0.16"
"2022/04/18","20:48","-0.047","-","0.14"
"2022/04/18","20:54","-0.058","-","0.12"
"2022/04/18","21:00","-0.066","-","0.1"
"2022/04/18","21:06","-0.071","-","0.14"
"2022/04/18","21:12","-0.072","-","0.15"
"2022/04/18","21:18","-0.069","-","0.13"
"2022/04/18","21:24","-0.062","-","0.08"
"2022/04/18","21:30","-0.051","-","0.13"
"2022/04/18","21:36","-0.036","-","0.18"
"2022/04/18","21:42","-0.017","-","0.14"
"2022/04/18","21:48","0.007","-","0.14"
"2022/04/18","21:54","0.035","-","0.25"
"2022/04/18","22:00","0.068","-","0.27"
"2022/04/18","22:06","0.104","-","0.28"
"2022/04/18","22:12","0.145","-","0.37"
"2022/04/18","22:18","0.19","-","0.42"
"2022/04/18","22:24","0.24","-","0.43"
"2022/04/18","22:30","0.292","-","0.57"
"2022/04/18","22:36","0.349","-","0.68"
"2022/04/18","22:42","0.409","-","0.72"
"2022/04/18","22:48","0.473","-","0.78"
"2022/04/18","22:54","0.539","-","0.88"
"2022/04/18","23:00","0.608","-","0.97"
"2022/04/18","23:06","0.68","-","1"
"2022/04/18","23:12","0.753","-","1.15"
"2022/04/18","23:18","0.829","-","1.18"
"2022/04/18","23:24","0.906","-","1.21"
"2022/04/18","23:30","0.985","-","1.34"
"2022/04/18","23:36","1.064","-","1.46"
"2022/04/18","23:42","1.144","-","1.43"
"2022/04/18","23:48","1.224","-","1.48"
"2022/04/18","23:54","1.304","-","1.65"
"2022/04/19","00:00","1.384","-","1.7"
"2022/04/19","00:06","1.464","-","1.75"
"2022/04/19","00:12","1.542","-","1.82"
"2022/04/19","00:18","1.619","-","1.93"
"2022/04/19","00:24","1.695","-","2.02"
"2022/04/19","00:30","1.77","-","2.13"
"2022/04/19","00:36","1.842","-","2.2"
"2022/04/19","00:42","1.913","-","2.22"
"2022/04/19","00:48","1.982","-","2.31"
"2022/04/19","00:54","2.048","-","2.42"
"2022/04/19","01:00","2.112","-","2.46"
"2022/04/19","01:06","2.174","-","2.49"
"2022/04/19","01:12","2.233","-","2.55"
"2022/04/19","01:18","2.289","-","2.66"
"2022/04/19","01:24","2.343","-","2.75"
"2022/04/19","01:30","2.394","-","2.74"
"2022/04/19","01:36","2.443","-","2.8"
"2022/04/19","01:42","2.489","-","2.94"
"2022/04/19","01:48","2.532","-","2.95"
"2022/04/19","01:54","2.572","-","3.01"
"2022/04/19","02:00","2.61","-","3.08"
"2022/04/19","02:06","2.645","-","3.12"
"2022/04/19","02:12","2.677","-","3.14"
"2022/04/19","02:18","2.706","-","3.26"
"2022/04/19","02:24","2.732","-","3.27"
"2022/04/19","02:30","2.755","-","3.3"
"2022/04/19","02:36","2.775","-","3.47"
"2022/04/19","02:42","2.793","-","3.46"
"2022/04/19","02:48","2.807","-","3.49"
"2022/04/19","02:54","2.818","-","3.59"
"2022/04/19","03:00","2.825","-","3.56"
"2022/04/19","03:06","2.83","-","3.6"
"2022/04/19","03:12","2.831","-","3.63"
"2022/04/19","03:18","2.828","-","3.64"
"2022/04/19","03:24","2.822","-","3.63"
"2022/04/19","03:30","2.813","-","3.72"
"2022/04/19","03:36","2.8","-","3.7"
"2022/04/19","03:42","2.783","-","3.59"
"2022/04/19","03:48","2.763","-","3.66"
"2022/04/19","03:54","2.739","-","3.59"
"2022/04/19","04:00","2.712","-","3.54"
"2022/04/19","04:06","2.681","-","3.64"
"2022/04/19","04:12","2.647","-","3.63"
"2022/04/19","04:18","2.61","-","3.43"
"2022/04/19","04:24","2.57","-","3.45"
"2022/04/19","04:30","2.526","-","3.49"
"2022/04/19","04:36","2.48","-","3.5"
"2022/04/19","04:42","2.431","-","3.35"
"2022/04/19","04:48","2.38","-","3.32"
"2022/04/19","04:54","2.327","-","3.25"
"2022/04/19","05:00","2.271","-","3.28"
"2022/04/19","05:06","2.214","-","3.05"
"2022/04/19","05:12","2.156","-","3.14"
"2022/04/19","05:18","2.096","-","3.16"
"2022/04/19","05:24","2.035","-","3.02"
"2022/04/19","05:30","1.973","-","3.01"
"2022/04/19","05:36","1.911","-","2.94"
"2022/04/19","05:42","1.848","-","2.86"
"2022/04/19","05:48","1.785","-","2.86"
"2022/04/19","05:54","1.721","-","2.87"
"2022/04/19","06:00","1.658","-","2.9"
"2022/04/19","06:06","1.594","-","2.93"
"2022/04/19","06:12","1.531","-","2.75"
"2022/04/19","06:18","1.468","-","2.69"
"2022/04/19","06:24","1.406","-","2.78"
"2022/04/19","06:30","1.343","-","2.86"
"2022/04/19","06:36","1.281","-","2.79"
"2022/04/19","06:42","1.219","-","2.79"
"2022/04/19","06:48","1.158","-","2.87"
"2022/04/19","06:54","1.096","-","2.94"
"2022/04/19","07:00","1.035","-","2.95"
"2022/04/19","07:06","0.974","-","2.78"
"2022/04/19","07:12","0.914","-","2.92"
"2022/04/19","07:18","0.853","-","2.87"
"2022/04/19","07:24","0.793","-","2.92"
"2022/04/19","07:30","0.733","-","2.84"
"2022/04/19","07:36","0.673","-","2.85"
"2022/04/19","07:42","0.613","-","2.77"
"2022/04/19","07:48","0.553","-","2.83"
"2022/04/19","07:54","0.494","-","2.84"
"2022/04/19","08:00","0.435","-","2.67"
"2022/04/19","08:06","0.377","-","2.64"
"2022/04/19","08:12","0.319","-","2.62"
"2022/04/19","08:18","0.262","-","2.59"
"2022/04/19","08:24","0.206","-","2.52"
"2022/04/19","08:30","0.152","-","2.47"
"2022/04/19","08:36","0.098","-","2.69"
"2022/04/19","08:42","0.047","-","2.66"
"2022/04/19","08:48","-0.003","-","2.51"
"2022/04/19","08:54","-0.051","-","2.88"
"2022/04/19","09:00","-0.096","-","2.82"
"2022/04/19","09:06","-0.139","-","2.88"
"2022/04/19","09:12","-0.179","-","3.18"
"2022/04/19","09:18","-0.215","-","2.85"
"2022/04/19","09:24","-0.249","-","2.95"
"2022/04/19","09:30","-0.279","-","3.26"
"2022/04/19","09:36","-0.305","-","2.92"
"2022/04/19","09:42","-0.327","-","2.82"
"2022/04/19","09:48","-0.345","-","2.95"
"2022/04/19","09:54","-0.359","-","2.73"
"2022/04/19","10:00","-0.368","-","2.7"
"2022/04/19","10:06","-0.373","-","2.77"
"2022/04/19","10:12","-0.373","-","2.56"
"2022/04/19","10:18","-0.369","-","2.59"
"2022/04/19","10:24","-0.359","-","2.73"
"2022/04/19","10:30","-0.346","-","2.48"
"2022/04/19","10:36","-0.327","-","2.48"
"2022/04/19","10:42","-0.304","-","2.53"
"2022/04/19","10:48","-0.277","-","2.49"
"2022/04/19","10:54","-0.245","-","2.43"
"2022/04/19","11:00","-0.209","-","2.4"
"2022/04/19","11:06","-0.169","-","2.4"
"2022/04/19","11:12","-0.125","-","2.38"
"2022/04/19","11:18","-0.078","-","2.42"
"2022/04/19","11:24","-0.027","-","2.38"
"2022/04/19","11:30","0.027","-","2.34"
"2022/04/19","11:36","0.084","-","2.42"
"2022/04/19","11:42","0.143","-","2.4"
"2022/04/19","11:48","0.204","-","2.37"
"2022/04/19","11:54","0.268","-","2.54"
"2022/04/19","12:00","0.332","-","2.5"
"2022/04/19","12:06","0.399","-","2.49"
"2022/04/19","12:12","0.466","-","2.64"
"2022/04/19","12:18","0.533","-","2.69"
"2022/04/19","12:24","0.601","-","2.68"
"2022/04/19","12:30","0.669","-","2.74"
"2022/04/19","12:36","0.737","-","2.83"
"2022/04/19","12:42","0.804","-","2.84"
"2022/04/19","12:48","0.871","-","2.96"
"2022/04/19","12:54","0.937","-","3.02"
"2022/04/19","13:00","1.001","-","3.08"
"2022/04/19","13:06","1.064","-","3.06"
"2022/04/19","13:12","1.125","-","3.17"
"2022/04/19","13:18","1.185","-","3.17"
"2022/04/19","13:24","1.242","-","3.11"
"2022/04/19","13:30","1.298","-","3.04"
"2022/04/19","13:36","1.352","-","3.08"
"2022/04/19","13:42","1.403","-","2.97"
"2022/04/19","13:48","1.452","-","2.95"
"2022/04/19","13:54","1.499","-","2.97"
"2022/04/19","14:00","1.544","-","2.89"
"2022/04/19","14:06","1.586","-","2.9"
"2022/04/19","14:12","1.626","-","2.89"
"2022/04/19","14:18","1.664","-","2.89"
"2022/04/19","14:24","1.699","-","2.86"
"2022/04/19","14:30","1.732","-","2.83"
"2022/04/19","14:36","1.762","-","2.85"
"2022/04/19","14:42","1.789","-","2.88"
"2022/04/19","14:48","1.815","-","2.84"
"2022/04/19","14:54","1.837","-","2.78"
"2022/04/19","15:00","1.857","-","2.84"
"2022/04/19","15:06","1.875","-","2.81"
"2022/04/19","15:12","1.889","-","2.73"
"2022/04/19","15:18","1.901","-","2.79"
"2022/04/19","15:24","1.911","-","2.68"
"2022/04/19","15:30","1.917","-","2.68"
"2022/04/19","15:36","1.92","-","2.69"
"2022/04/19","15:42","1.921","-","2.71"
"2022/04/19","15:48","1.918","-","2.63"
"2022/04/19","15:54","1.913","-","2.68"
"2022/04/19","16:00","1.904","-","2.59"
"2022/04/19","16:06","1.893","-","2.64"
"2022/04/19","16:12","1.878","-","2.73"
"2022/04/19","16:18","1.86","-","2.61"
"2022/04/19","16:24","1.84","-","2.55"
"2022/04/19","16:30","1.817","-","2.59"
"2022/04/19","16:36","1.79","-","2.48"
"2022/04/19","16:42","1.761","-","2.42"
"2022/04/19","16:48","1.73","-","2.43"
"2022/04/19","16:54","1.696","-","2.28"
"2022/04/19","17:00","1.66","-","2.17"
"2022/04/19","17:06","1.622","-","2.17"
"2022/04/19","17:12","1.582","-","2.1"
"2022/04/19","17:18","1.541","-","1.97"
"2022/04/19","17:24","1.498","-","1.91"
"2022/04/19","17:30","1.454","-","1.87"
"2022/04/19","17:36","1.41","-","1.82"
"2022/04/19","17:42","1.364","-","1.74"
"2022/04/19","17:48","1.318","-","1.67"
"2022/04/19","17:54","1.272","-","1.64"
"2022/04/19","18:00","1.226","-","1.59"
"2022/04/19","18:06","1.18","-","1.53"
"2022/04/19","18:12","1.134","-","1.42"
"2022/04/19","18:18","1.089","-","1.32"
"2022/04/19","18:24","1.045","-","1.28"
"2022/04/19","18:30","1.001","-","1.26"
"2022/04/19","18:36","0.958","-","1.12"
